IniId,EvtId,Fase,DataFase,Resultado,Detalhe,Favor,Contra,Abstencao
315160,122,Requerimento Baixa Comissão sem Votação (Generalidade),2025-07-04,Aprovado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> PS</I>, <I> IL</I>, <I> L</I>, <I> CDS-PP</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PCP</I>, <I> BE</I>",,,
315160,13,Votação na generalidade,2025-10-28,Aprovado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> IL</I>, <I> CDS-PP</I><BR>Contra:<I>PS</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I><BR>Abstenção:<I>JPP</I>",,,
315160,13,Votação na generalidade,2025-10-28,Aprovado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> IL</I>, <I> CDS-PP</I><BR>Contra:<I>CH</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I><BR>Abstenção:<I>JPP</I>",,,
315160,18,Votação final global,2025-10-28,Aprovado,"A Favor: <I>86-PSD</I>, <I> 59-CH</I>, <I> 9-IL</I>, <I> 2-CDS-PP</I>, <I> 1-JPP</I><BR>Contra:<I>54-PS</I>, <I> 5-L</I>, <I> 3-PCP</I>, <I> 1-BE</I>, <I> 1-PAN</I>",,,
315160,18,Votação final global,2025-10-28,Aprovado,"A Favor: <I>86-PSD</I>, <I> 59-CH</I>, <I> 9-IL</I>, <I> 2-CDS-PP</I>, <I> 1-JPP</I><BR>Contra:<I>54-PS</I>, <I> 5-L</I>, <I> 3-PCP</I>, <I> 1-BE</I>, <I> 1-PAN</I>",,,
315160,100,Votação novo decreto,2026-04-01,Aprovado,"A Favor: <I>85-PSD</I>, <I> 57-CH</I>, <I> 8-IL</I>, <I> 2-CDS-PP</I><BR>Contra:<I>54-PS</I>, <I> 6-L</I>, <I> 2-PCP</I>, <I> 1-BE</I>, <I> 1-PAN</I><BR>Abstenção:<I>1-JPP</I>",,,
315160,100,Votação novo decreto,2026-04-01,Aprovado,"A Favor: <I>85-PSD</I>, <I> 56-CH</I>, <I> 8-IL</I>, <I> 2-CDS-PP</I><BR>Contra:<I>54-PS</I>, <I> 6-L</I>, <I> 2-PCP</I>, <I> 1-BE</I>, <I> 1-PAN</I>, <I> 1-JPP</I>",,,
315160,112,Confirmação do decreto,2026-07-03,Rejeitado,"A Favor: <I>54-CH</I>, <I> 2-CDS-PP</I><BR>Contra:<I>80-PSD</I>, <I> 53-PS</I>, <I> 7-IL</I>, <I> 6-L</I>, <I> 3-PCP</I>, <I> 1-BE</I>, <I> 1-PAN</I>, <I> 1-JPP</I>",,,
315261,13,Votação na generalidade,2025-09-19,Aprovado,"A Favor: <I>PSD</I>, <I> CDS-PP</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PS</I>, <I> L</I>, <I> PCP</I><BR>Abstenção:<I>CH</I>, <I> IL</I>",,,
315261,18,Votação final global,2025-09-30,Aprovado,"A Favor: <I>PSD</I>, <I> CDS-PP</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PS</I>, <I> L</I>, <I> PCP</I>, <I> BE</I><BR>Abstenção:<I>CH</I>, <I> IL</I>",,,
315261,81,Requerimento dispensa redação final,2025-09-30,Aprovado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> IL</I>, <I> L</I>, <I> PCP</I>, <I> CDS-PP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Abstenção:<I>PS</I>",,,
315261,135,Requerimento dispensa do prazo previsto Artº 157 RAR,2025-09-30,Aprovado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> IL</I>, <I> L</I>, <I> PCP</I>, <I> CDS-PP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Abstenção:<I>PS</I>",,,
315352,13,Votação na generalidade,2025-07-16,Aprovado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> PS</I>, <I> CDS-PP</I>, <I> JPP</I><BR>Contra:<I>PCP</I>, <I> BE</I><BR>Abstenção:<I>IL</I>, <I> L</I>, <I> PAN</I>",,,
315352,34,Votação na especialidade,2025-07-16,Aprovado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> PS</I>, <I> CDS-PP</I>, <I> JPP</I><BR>Contra:<I>PCP</I>, <I> BE</I><BR>Abstenção:<I>IL</I>, <I> L</I>, <I> PAN</I>",,,
315352,18,Votação final global,2025-07-16,Aprovado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> PS</I>, <I> CDS-PP</I>, <I> JPP</I><BR>Contra:<I>PCP</I>, <I> BE</I><BR>Abstenção:<I>IL</I>, <I> L</I>, <I> PAN</I>",,,
315352,152,Requerimento,2025-07-16,Aprovado,,,,
315757,13,Votação na generalidade,2025-12-12,Aprovado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> PS</I>, <I> IL</I>, <I> L</I>, <I> CDS-PP</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PCP</I>",,,
315757,34,Votação na especialidade,2025-12-12,Aprovado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> PS</I>, <I> IL</I>, <I> L</I>, <I> CDS-PP</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PCP</I>",,,
315757,18,Votação final global,2025-12-12,Aprovado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> PS</I>, <I> IL</I>, <I> L</I>, <I> CDS-PP</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PCP</I>",,,
315764,13,Votação na generalidade,2025-12-12,Aprovado,"A Favor: <I>PSD</I>, <I> PS</I>, <I> IL</I>, <I> L</I>, <I> CDS-PP</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PCP</I><BR>Abstenção:<I>CH</I>",,,
315764,34,Votação na especialidade,2025-12-12,Aprovado,"A Favor: <I>PSD</I>, <I> IL</I>, <I> CDS-PP</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PCP</I><BR>Abstenção:<I>CH</I>, <I> PS</I>, <I> L</I>",,,
315764,18,Votação final global,2025-12-12,Aprovado,"A Favor: <I>PSD</I>, <I> PS</I>, <I> IL</I>, <I> L</I>, <I> CDS-PP</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PCP</I><BR>Abstenção:<I>CH</I>",,,
356751,13,Votação na generalidade,2026-06-12,Aprovado,"A Favor: <I>PSD</I>, <I> IL</I>, <I> CDS-PP</I><BR>Contra:<I>PS</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Abstenção:<I>CH</I>",,,
356751,15,Requerimento avocação plenário,2026-07-17,Aprovado,,,,
356751,18,Votação final global,2026-07-17,Aprovado,"A Favor: <I>PSD</I>, <I> IL</I>, <I> CDS-PP</I><BR>Contra:<I>PS</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Abstenção:<I>CH</I>",,,
356751,81,Requerimento dispensa redação final,2026-07-17,Rejeitado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> PS</I>, <I> IL</I>, <I> CDS-PP</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>L</I>, <I> PCP</I>, <I> BE</I>",,,
315357,56,Votação global,2025-09-30,Aprovado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> PS</I>, <I> L</I>, <I> PCP</I>, <I> CDS-PP</I>, <I> PAN</I>, <I> JPP</I><BR>Abstenção:<I>IL</I>, <I> BE</I>",,,
315874,56,Votação global,2025-12-19,Aprovado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> PS</I>, <I> IL</I>, <I> L</I>, <I> CDS-PP</I>, <I> PAN</I>, <I> JPP</I><BR>Abstenção:<I>PCP</I>, <I> BE</I>",,,
315874,152,Requerimento,2025-12-19,Aprovado,,,,
345968,13,Votação na generalidade,2026-02-18,Aprovado,"A Favor: <I>6-PSD</I>, <I> CH</I>, <I> PS</I>, <I> IL</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I>, <I> Paulo Moniz (PSD)</I>, <I> Francisco Pimentel (PSD)</I>, <I> Nuna Menezes (PSD)</I>, <I> Pedro Coelho (PSD)</I>, <I> Vânia Jesus (PSD)</I>, <I> Paulo Neves (PSD)</I><BR>Contra:<I>PSD</I>, <I> CDS-PP</I>",,,
356767,13,Votação na generalidade,2026-06-03,Aprovado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> PS</I>, <I> IL</I>, <I> L</I>, <I> CDS-PP</I>, <I> PAN</I><BR>Abstenção:<I>PCP</I>, <I> BE</I>, <I> JPP</I>",,,
356767,18,Votação final global,2026-07-17,Aprovado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> PS</I>, <I> L</I>, <I> CDS-PP</I>, <I> PAN</I>, <I> JPP</I><BR>Abstenção:<I>IL</I>, <I> PCP</I>, <I> BE</I>",,,
356520,13,Votação na generalidade,2026-04-08,Aprovado,,,,
356520,34,Votação na especialidade,2026-04-08,Aprovado,,,,
356520,18,Votação final global,2026-04-08,Aprovado,,,,
356519,56,Votação global,2026-04-30,Aprovado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> PS</I>, <I> IL</I>, <I> L</I>, <I> CDS-PP</I>, <I> BE</I>, <I> JPP</I><BR>Abstenção:<I>PCP</I>, <I> PAN</I>",,,
356518,56,Votação global,2026-04-30,Aprovado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> PS</I>, <I> IL</I>, <I> L</I>, <I> CDS-PP</I>, <I> JPP</I><BR>Contra:<I>PCP</I>, <I> BE</I><BR>Abstenção:<I>PAN</I>",,,
315050,13,Votação na generalidade,2025-07-11,Aprovado,"A Favor: <I>PS</I>, <I> IL</I>, <I> L</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>CH</I><BR>Abstenção:<I>PSD</I>, <I> PCP</I>, <I> CDS-PP</I>",,,
315050,18,Votação final global,2025-10-28,Aprovado,"A Favor: <I>PS</I>, <I> IL</I>, <I> L</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>CH</I><BR>Abstenção:<I>PSD</I>, <I> PCP</I>, <I> CDS-PP</I>",,,
315045,13,Votação na generalidade,2025-09-26,Aprovado,"A Favor: <I>CH</I>, <I> PS</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> CDS-PP</I><BR>Abstenção:<I>IL</I>",,,
315045,18,Votação final global,2026-01-09,Aprovado,"A Favor: <I>CH</I>, <I> PS</I>, <I> IL</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> CDS-PP</I>",,,
315102,13,Votação na generalidade,2025-07-04,Aprovado,"A Favor: <I>CH</I>, <I> PS</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I><BR>Abstenção:<I>IL</I>, <I> L</I>, <I> PCP</I>, <I> CDS-PP</I>",,,
315102,18,Votação final global,2025-10-28,Aprovado,,,,
356442,122,Requerimento Baixa Comissão sem Votação (Generalidade),2026-05-15,Aprovado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> PS</I>, <I> IL</I>, <I> L</I>, <I> CDS-PP</I>, <I> PAN</I>, <I> JPP</I><BR>Abstenção:<I>PCP</I>, <I> BE</I>",,,
315142,13,Votação na generalidade,2025-06-27,Aprovado,"A Favor: <I>PSD</I>, <I> PS</I>, <I> IL</I>, <I> L</I>, <I> CDS-PP</I>, <I> BE</I>, <I> JPP</I><BR>Abstenção:<I>CH</I>, <I> PCP</I>, <I> PAN</I>",,,
315142,18,Votação final global,2025-12-19,Aprovado,"A Favor: <I>CH</I>, <I> PS</I>, <I> IL</I>, <I> L</I>, <I> PCP</I>, <I> CDS-PP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Abstenção:<I>PSD</I>",,,
315265,13,Votação na generalidade,2025-07-11,Aprovado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> PS</I>, <I> IL</I>, <I> CDS-PP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Abstenção:<I>L</I>, <I> PCP</I>",,,
315265,18,Votação final global,2026-02-27,Aprovado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> PS</I>, <I> IL</I>, <I> CDS-PP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Abstenção:<I>L</I>, <I> PCP</I>",,,
315367,13,Votação na generalidade,2025-09-26,Aprovado,"A Favor: <I>CH</I>, <I> PS</I>, <I> L</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PCP</I><BR>Abstenção:<I>PSD</I>, <I> IL</I>, <I> CDS-PP</I>",,,
315367,18,Votação final global,2025-10-28,Aprovado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> PS</I>, <I> L</I>, <I> PCP</I>, <I> CDS-PP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Abstenção:<I>IL</I>",,,
315272,13,Votação na generalidade,2025-07-11,Aprovado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> CDS-PP</I>, <I> JPP</I><BR>Abstenção:<I>PS</I>, <I> IL</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>",,,
315272,18,Votação final global,2025-10-17,Aprovado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> PS</I>, <I> CDS-PP</I>, <I> JPP</I><BR>Abstenção:<I>IL</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>",,,
315032,73,Votação Deliberação,2025-06-03,Aprovado,,,,
315037,13,Votação na generalidade,2025-07-11,Rejeitado,"A Favor: <I>13-PS</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I>, <I> Pedro Nuno Santos (PS)</I>, <I> Luís Graça (PS)</I>, <I> Edite Estrela (PS)</I>, <I> Frederico Francisco (PS)</I>, <I> Pedro Vaz (PS)</I>, <I> Isabel Alves Moreira (PS)</I>, <I> Eva Cruzeiro (PS)</I>, <I> Miguel Matos (PS)</I>, <I> Sofia Pereira (PS)</I>, <I> Dália Miranda (PS)</I>, <I> José Carlos Barbosa (PS)</I>, <I> Marina Gonçalves (PS)</I>, <I> Rui Jorge Santos (PS)</I><BR>Contra:<I>PSD</I>, <I> CH</I>, <I> IL</I>, <I> CDS-PP</I><BR>Abstenção:<I>PS</I>",,,
315081,73,Votação Deliberação,2025-06-18,Aprovado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> PS</I>, <I> L</I>, <I> PCP</I>, <I> CDS-PP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>IL</I>",,,
315358,13,Votação na generalidade,2026-01-30,Aprovado,"A Favor: <I>CH</I>, <I> PS</I>, <I> IL</I>, <I> CDS-PP</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PCP</I><BR>Abstenção:<I>PSD</I>, <I> L</I>, <I> BE</I>",,,
315358,18,Votação final global,2026-06-12,Aprovado,"A Favor: <I>CH</I>, <I> PS</I>, <I> IL</I>, <I> L</I>, <I> CDS-PP</I>, <I> JPP</I><BR>Abstenção:<I>PSD</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>",,,
315049,13,Votação na generalidade,2025-07-11,Rejeitado,"A Favor: <I>PS</I>, <I> L</I>, <I> BE</I>, <I> PAN</I><BR>Contra:<I>PSD</I>, <I> CH</I>, <I> IL</I>, <I> CDS-PP</I><BR>Abstenção:<I>1-PS</I>, <I> PCP</I>, <I> JPP</I>, <I> Pedro Delgado Alves (PS)</I>",,,
315052,73,Votação Deliberação,2025-06-18,Aprovado,,,,
315388,73,Votação Deliberação,2025-09-26,Aprovado,"A Favor: <I>PS</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>CH</I>, <I> CDS-PP</I><BR>Abstenção:<I>PSD</I>, <I> IL</I>",,,
315474,73,Votação Deliberação,2025-10-17,Aprovado,"A Favor: <I>CH</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Abstenção:<I>PSD</I>, <I> PS</I>, <I> IL</I>, <I> L</I>, <I> PCP</I>, <I> CDS-PP</I>",,,
315128,13,Votação na generalidade,2025-06-27,Rejeitado,"A Favor: <I>PS</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> CDS-PP</I><BR>Abstenção:<I>CH</I>, <I> IL</I>",,,
315214,13,Votação na generalidade,2025-07-04,Aprovado,"A Favor: <I>CH</I>, <I> PS</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Abstenção:<I>PSD</I>, <I> IL</I>, <I> CDS-PP</I>",,,
315588,13,Votação na generalidade,2025-10-16,Aprovado,"A Favor: <I>CH</I>, <I> PS</I>, <I> IL</I>, <I> L</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> CDS-PP</I><BR>Abstenção:<I>PCP</I>",,,
315588,18,Votação final global,2026-01-09,Aprovado,"A Favor: <I>CH</I>, <I> PS</I>, <I> IL</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> CDS-PP</I>",,,
315138,13,Votação na generalidade,2025-06-27,Rejeitado,"A Favor: <I>CH</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> CDS-PP</I><BR>Abstenção:<I>PS</I>, <I> IL</I>",,,
315592,13,Votação na generalidade,2025-10-16,Aprovado,"A Favor: <I>CH</I>, <I> PS</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> CDS-PP</I><BR>Abstenção:<I>IL</I>",,,
315592,18,Votação final global,2026-01-09,Aprovado,"A Favor: <I>CH</I>, <I> PS</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> CDS-PP</I><BR>Abstenção:<I>IL</I>",,,
315242,73,Votação Deliberação,2025-09-26,Rejeitado,"A Favor: <I>CH</I><BR>Contra:<I>PSD</I>, <I> PS</I>, <I> IL</I>, <I> L</I>, <I> PCP</I>, <I> CDS-PP</I>, <I> BE</I>, <I> PAN</I><BR>Abstenção:<I>JPP</I>",,,
315139,13,Votação na generalidade,2025-06-27,Rejeitado,"A Favor: <I>PS</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> CH</I>, <I> IL</I>, <I> CDS-PP</I>",,,
315175,13,Votação na generalidade,2025-07-04,Rejeitado,"A Favor: <I>CH</I>, <I> IL</I><BR>Contra:<I>PSD</I>, <I> PS</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I><BR>Abstenção:<I>CDS-PP</I>, <I> JPP</I>",,,
315183,13,Votação na generalidade,2025-07-04,Rejeitado,"A Favor: <I>BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> CH</I>, <I> IL</I>, <I> CDS-PP</I><BR>Abstenção:<I>PS</I>, <I> L</I>, <I> PCP</I>",,,
315593,13,Votação na generalidade,2025-10-16,Aprovado,"A Favor: <I>CH</I>, <I> PS</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Abstenção:<I>PSD</I>, <I> IL</I>, <I> CDS-PP</I>",,,
315593,18,Votação final global,2026-01-09,Aprovado,"A Favor: <I>CH</I>, <I> PS</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> CDS-PP</I><BR>Abstenção:<I>IL</I>",,,
315182,13,Votação na generalidade,2025-07-04,Rejeitado,"A Favor: <I>L</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> PS</I>, <I> IL</I>, <I> CDS-PP</I><BR>Abstenção:<I>CH</I>, <I> PCP</I>",,,
315179,13,Votação na generalidade,2025-07-04,Rejeitado,"A Favor: <I>CH</I>, <I> IL</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> CDS-PP</I><BR>Abstenção:<I>PS</I>",,,
315485,13,Votação na generalidade,2025-10-28,Aprovado,"A Favor: <I>CH</I>, <I> PS</I>, <I> IL</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Abstenção:<I>PSD</I>, <I> CDS-PP</I>",,,
315248,13,Votação na generalidade,2025-09-19,Rejeitado,"A Favor: <I>CH</I>, <I> IL</I>, <I> L</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I><BR>Abstenção:<I>PS</I>, <I> PCP</I>, <I> CDS-PP</I>",,,
315204,13,Votação na generalidade,2025-07-04,Rejeitado,"A Favor: <I>L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> IL</I>, <I> CDS-PP</I><BR>Abstenção:<I>CH</I>, <I> PS</I>",,,
315255,73,Votação Deliberação,2026-05-15,Rejeitado,"A Favor: <I>L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> CH</I>, <I> IL</I>, <I> CDS-PP</I><BR>Abstenção:<I>PS</I>",,,
315185,13,Votação na generalidade,2025-07-04,Rejeitado,"A Favor: <I>CH</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> PS</I>, <I> IL</I>, <I> CDS-PP</I>",,,
315285,13,Votação na generalidade,2025-07-16,Aprovado,"A Favor: <I>CH</I>, <I> PS</I>, <I> IL</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Abstenção:<I>PSD</I>, <I> CDS-PP</I>",,,
315258,13,Votação na generalidade,2025-07-11,Rejeitado,"A Favor: <I>PS</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> CH</I>, <I> IL</I>, <I> CDS-PP</I>",,,
315276,13,Votação na generalidade,2025-07-11,Rejeitado,"A Favor: <I>CH</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> L</I>, <I> CDS-PP</I><BR>Abstenção:<I>PS</I>, <I> IL</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>",,,
315287,13,Votação na generalidade,2025-07-11,Rejeitado,"A Favor: <I>PS</I>, <I> IL</I>, <I> L</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> CDS-PP</I><BR>Abstenção:<I>CH</I>, <I> PCP</I>",,,
315283,13,Votação na generalidade,2025-07-16,Rejeitado,"A Favor: <I>PS</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> IL</I>, <I> CDS-PP</I><BR>Abstenção:<I>CH</I>",,,
315526,73,Votação Deliberação,2025-09-26,Aprovado,"A Favor: <I>CH</I>, <I> IL</I>, <I> PAN</I><BR>Contra:<I>PS</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> JPP</I><BR>Abstenção:<I>PSD</I>, <I> CDS-PP</I>",,,
315303,13,Votação na generalidade,2025-07-16,Rejeitado,"A Favor: <I>L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> IL</I>, <I> CDS-PP</I><BR>Abstenção:<I>CH</I>, <I> PS</I>",,,
315672,13,Votação na generalidade,2025-10-28,Aprovado,"A Favor: <I>CH</I>, <I> PS</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Abstenção:<I>PSD</I>, <I> IL</I>, <I> CDS-PP</I>",,,
315672,18,Votação final global,2026-06-25,Aprovado,"A Favor: <I>CH</I>, <I> PS</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> CDS-PP</I><BR>Abstenção:<I>IL</I>",,,
315420,73,Votação Deliberação,2026-06-25,Rejeitado,"A Favor: <I>L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> CH</I>, <I> IL</I>, <I> CDS-PP</I><BR>Abstenção:<I>PS</I>",,,
315701,13,Votação na generalidade,2025-12-05,Aprovado,"A Favor: <I>CH</I>, <I> PS</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> IL</I>, <I> CDS-PP</I><BR>Abstenção:<I>L</I>, <I> PCP</I>, <I> BE</I>",,,
315701,18,Votação final global,2025-12-19,Aprovado,"A Favor: <I>CH</I>, <I> PS</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> IL</I>, <I> CDS-PP</I><BR>Abstenção:<I>L</I>, <I> PCP</I>, <I> BE</I>",,,
315314,13,Votação na generalidade,2025-07-16,Rejeitado,"A Favor: <I>L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> CH</I>, <I> IL</I>, <I> CDS-PP</I><BR>Abstenção:<I>PS</I>",,,
315320,13,Votação na generalidade,2025-07-11,Rejeitado,"A Favor: <I>PS</I>, <I> IL</I>, <I> L</I>, <I> PCP</I>, <I> CDS-PP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I><BR>Abstenção:<I>CH</I>",,,
315316,13,Votação na generalidade,2025-07-11,Rejeitado,"A Favor: <I>L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I><BR>Contra:<I>PSD</I>, <I> CH</I>, <I> IL</I>, <I> CDS-PP</I><BR>Abstenção:<I>PS</I>, <I> JPP</I>",,,
315330,13,Votação na generalidade,2025-07-16,Rejeitado,"A Favor: <I>CH</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> PS</I>, <I> IL</I>, <I> CDS-PP</I><BR>Abstenção:<I>L</I>, <I> PCP</I>, <I> BE</I>",,,
315414,13,Votação na generalidade,2025-10-28,Rejeitado,"A Favor: <I>L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> PS</I>, <I> IL</I>, <I> CDS-PP</I><BR>Abstenção:<I>CH</I>",,,
315782,13,Votação na generalidade,2025-12-19,Aprovado,"A Favor: <I>PSD</I>, <I> CH</I>, <I> PS</I>, <I> CDS-PP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Abstenção:<I>IL</I>, <I> L</I>, <I> PCP</I>",,,
315782,18,Votação final global,2026-01-09,Aprovado,,,,
315720,13,Votação na generalidade,2025-10-16,Aprovado,,,,
315720,18,Votação final global,2026-01-09,Aprovado,"A Favor: <I>CH</I>, <I> PS</I>, <I> L</I>, <I> PCP</I>, <I> BE</I>, <I> PAN</I>, <I> JPP</I><BR>Contra:<I>PSD</I>, <I> CDS-PP</I><BR>Abstenção:<I>IL</I>",,,
