IniId,IniLeg,IniNr,IniTipo,IniTitulo,Autor,DataInicioLegislatura,DataFimLegislatura,UltimaFase,DataUltimaFase,NumEventos,NumAnexos
315160,XVII,1,Proposta de Lei,"Altera a Lei n.º 37/81, de 3 de outubro, que aprova a Lei da Nacionalidade",Governo (V),2025-06-03,,Reapreciação do decreto,2026-07-03,48,2
315261,XVII,7,Proposta de Lei,"Autoriza o Governo a transpor a Diretiva (UE) 2022/2555, relativa a medidas destinadas a garantir um elevado nível comum de cibersegurança na União",Governo (V),2025-06-03,,Lei (Publicação DR),2025-10-22,25,1
315352,XVII,10,Proposta de Lei,"Autoriza o Governo a transpor a Diretiva (UE) 2021/2167, que harmoniza o acesso e o exercício da gestão de créditos bancários não produtivos e define os requisitos para os adquirentes de créditos",Governo (V),2025-06-03,,Envio INCM,2025-07-22,15,3
315757,XVII,41,Proposta de Lei,"Procede à execução, na ordem jurídica interna, dos Regulamentos (UE) 2017/745 e 2017/746, na parte relativa à investigação clínica e ao estudo de desempenho de dispositivos médicos, e altera a Lei n.º 21/2014, de 16 de abril",Governo (V),2025-06-03,,Lei (Publicação DR),2025-12-22,15,3
315764,XVII,45,Proposta de Lei,"Transpõe a Diretiva (UE) 2024/1226, relativa à definição das infrações penais e das sanções aplicáveis à violação de medidas restritivas da União",Governo (V),2025-06-03,,Lei (Publicação DR),2025-12-23,15,2
356751,XVII,76,Proposta de Lei,"Assegura a execução dos Regulamentos (UE) 2024/1347, 2024/1348, 2024/1350, 2024/1351 e 2024/1359, transpõe a Diretiva (UE) 2024/1346 e altera a Lei n.º 27/2008, de 30 de junho, que estabelece as condições e procedimentos de concessão de asilo ou proteção subsidiária e os estatutos de requerente de asilo, de refugiado e de proteção subsidiária",Governo (V),2025-06-03,,Envio para promulgação,2026-07-30,14,2
315357,XVII,3,Proposta de Resolução,"Aprova o Acordo entre a República Portuguesa e a República da África do Sul de Cooperação no Domínio da Defesa, assinado em Pretória, a 6 de junho de 2023",Governo (V),2025-06-03,,Resolução da AR (Publicação DR),2025-10-27,11,3
315874,XVII,5,Proposta de Resolução,"Aprova a Convenção entre a República Portuguesa e o Reino Unido da Grã-Bretanha e Irlanda do Norte para Eliminar a Dupla Tributação em Matéria de Impostos sobre o Rendimento e sobre as Mais-Valias e Prevenir a Fraude e a Evasão Fiscais, assinada em Londres, aos 15 dias do mês de setembro de 2025",Governo (V),2025-06-03,,Resolução da AR (Publicação DR),2025-12-29,11,3
345968,XVII,51,Proposta de Lei,"Altera o Decreto-Lei n.º 37-A/2025, de 24 de março, que define um novo modelo para a atribuição de um subsídio social de mobilidade no âmbito dos serviços aéreos entre o continente e as Regiões Autónomas  dos Açores e da Madeira e entre estas regiões ",Assembleia Legislativa da Região Autónoma dos Açores (A),2025-06-03,,Baixa comissão especialidade,2026-02-19,13,10
356767,XVII,78,Proposta de Lei,"Autoriza o Governo a rever o Decreto-Lei n.º 10/2004, de 9 de janeiro, que estabelece o regime aplicável às contraordenações aeronáuticas civis",Governo (V),2025-06-03,,Lei (Publicação DR),2026-08-19,12,4
356520,XVII,67,Proposta de Lei,Altera temporariamente os limites mínimos das taxas unitárias do imposto sobre os produtos petrolíferos e energéticos (ISP),Governo (V),2025-06-03,,Lei (Publicação DR),2026-04-15,14,2
356519,XVII,14,Proposta de Resolução,"Aprova o Protocolo que altera o Acordo Euro-Mediterrânico relativo aos serviços aéreos entre a Comunidade Europeia e os seus Estados-Membros, por um lado, e o Reino de Marrocos, por outro, a fim de ter em conta a adesão da República da Croácia à União Europeia, feito em Bruxelas, em 21 de novembro de 2025",Governo (V),2025-06-03,,Resolução da AR (Publicação DR),2026-06-03,10,1
356518,XVII,13,Proposta de Resolução,"Aprova o Acordo de Parceria entre a União Europeia e os seus Estados-Membros, por um lado, e os Membros da Organização dos Estados de África, Caraíbas e Pacífico, por outro, feito em Apia, em Samoa, aos 15 de novembro de 2023, incluindo a respetiva Ata de Retificação, feita em Bruxelas, em 7 de novembro de 2024",Governo (V),2025-06-03,,Resolução da AR (Publicação DR),2026-06-16,10,1
315050,XVII,12,Projeto de Resolução,"Recomenda a regulamentação urgente do Fundo de Emergência para a Habitação
",Grupos Parlamentares (G); L; Isabel Mendes Lopes; Jorge Pinto; Paulo Muacho; Filipa Pinto; Patrícia Gonçalves; Rui Tavares,2025-06-03,,Resolução da AR (Publicação DR),2025-12-15,13,0
315045,XVII,9,Projeto de Resolução,Pela adoção de um plano nacional de combate à violência sexual baseada em imagens,Grupos Parlamentares (G); PAN; Inês de Sousa Real,2025-06-03,,Resolução da AR (Publicação DR),2026-02-03,13,0
315432,XVII,23,Proposta de Lei,Redução do IVA e isenção de IMI na primeira habitação própria e permanente e atribuição de benefícios fiscais para vendedores de imóveis destinados a primeira habitação própria e permanente,Assembleia Legislativa da Região Autónoma da Madeira (M),2025-06-03,,Parecer do Governo da RAM,2025-09-16,11,1
356533,XVII,68,Proposta de Lei,"Altera a Lei Orgânica n.º 2/2013, de 2 de setembro, que aprova a Lei das Finanças das Regiões Autónomas",Assembleia Legislativa da Região Autónoma dos Açores (A),2025-06-03,,Parecer da ALRAM,2026-05-28,10,7
356773,XVII,79,Proposta de Lei,Cria o Estatuto do Estudante Deslocado Insular,Assembleia Legislativa da Região Autónoma da Madeira (M),2025-06-03,,Parecer da ALRAA,2026-06-16,10,2
356796,XVII,81,Proposta de Lei,"Cria o apoio à trasladação em todo o território nacional, alterando o Decreto-Lei n.º 176/2003, de 2 de agosto",Assembleia Legislativa da Região Autónoma da Madeira (M),2025-06-03,,Parecer da ALRAA,2026-06-16,10,2
315102,XVII,39,Projeto de Resolução,Pela contratação de terapeutas e psicólogos para o apoio de crianças com Necessidades Educativas Especiais,Grupos Parlamentares (G); CH; Pedro Pinto; Maria José Aguiar; Manuela Tender; José Carvalho,2025-06-03,,Resolução da AR (Publicação DR),2025-12-15,12,0
356442,XVII,65,Proposta de Lei,"Altera a Lei n.º 34/94, de 14 de setembro,  que define o regime de acolhimento de estrangeiros ou apátridas em centros de instalação temporária, a Lei n.º 23/2007, de 4 de julho, que aprova o regime jurídico de entrada, permanência, saída e afastamento de estrangeiros do território nacional, e a Lei n.º 27/2008, de 30 de junho, que estabelece as condições e procedimentos de concessão de asilo ou proteção subsidiária e os estatutos de requerente de asilo, de refugiado e de proteção subsidiária",Governo (V),2025-06-03,,Retirada da iniciativa,2026-07-09,8,3
315142,XVII,68,Projeto de Resolução,Recomenda ao Governo a realização de um estudo de viabilidade com vista à implementação de um regime de comparticipação especial para doentes de Epidermólise Bolhosa,Grupos Parlamentares (G); PS; Irene Costa; Susana Correia; Mariana Vieira da Silva; Jorge Botelho; Elza Pais; Sofia Andrade,2025-06-03,,Resolução da AR (Publicação DR),2026-01-27,12,0
315265,XVII,131,Projeto de Resolução,"Promove a otimização do serviço prestado pelos Enfermeiros Especialistas em Saúde Materna e Obstétrica no Serviço Nacional de Saúde 
",Grupos Parlamentares (G); CH; Pedro Pinto; Rui Cristina; Marta Martins da Silva; Cláudia Estêvão; Cristina Vieira Henriques; Patrícia Nascimento; Rita Matias; Cristina Rodrigues,2025-06-03,,Resolução da AR (Publicação DR),2026-03-24,12,0
315367,XVII,184,Projeto de Resolução,Recomenda ao Governo a adoção de medidas de Preservação do Património Classificado em Lagos,Grupos Parlamentares (G); PS; Luís Graça; Jorge Botelho; Paulo Lopes Silva; Porfírio Silva; Pedro Delgado Alves,2025-06-03,,Resolução (Publicação DAR),2025-12-04,13,0
315272,XVII,134,Projeto de Resolução,"Recomenda ao Governo a implementação imediata de uma linha de crédito financeiro, aos viticultores da Região Demarcada do Douro (RDD) e outras medidas",Grupos Parlamentares (G); CH; Pedro Pinto; Pedro dos Santos Frazão; João Paulo Graça; João Lopes Aleixo; Ana Martins; Ricardo Moreira; Manuela Tender,2025-06-03,,Resolução da AR (Publicação DR),2025-12-11,12,0
315032,XVII,2,Projeto de Resolução,Deslocação do Presidente da República a Roma,PAR (R),2025-06-03,,Resolução da AR (Publicação DR),2025-06-06,8,0
315037,XVII,5,Projeto de Resolução,Recomenda ao Governo que reconheça o Estado da Palestina,Grupos Parlamentares (G); PCP; Paulo Raimundo; Paula Santos; Alfredo Maia,2025-06-03,,Apreciação,2025-07-11,7,0
315081,XVII,24,Projeto de Resolução,Deslocação do Presidente da República a Moçambique,PAR (R),2025-06-03,,Resolução da AR (Publicação DR),2025-06-23,9,1
315358,XVII,178,Projeto de Resolução,"Recomenda ao Governo que faça uma atualização nos contratos de associação, cooperação, bem como às escolas profissionais privadas",Grupos Parlamentares (G); CH; Pedro Pinto; Maria José Aguiar; Manuela Tender; Gabriel Mithá Ribeiro; José Carvalho; Rui Cardoso,2025-06-03,,Resolução da AR (Publicação DR),2026-07-06,13,1
315639,XVII,35,Proposta de Lei,"Altera a Lei n.º 25-A/2025, de 13 de março, que procede à reposição de freguesias agregadas pela Lei n.º 11-A/2013, de 28 de janeiro, concluindo o procedimento especial, simplificado e transitório de criação de freguesias previsto na Lei n.º 39/2021, de 24 de junho",Governo (V),2025-06-03,,Anúncio,2025-09-30,4,2
315049,XVII,11,Projeto de Resolução,Recomenda ao Governo o reconhecimento urgente da independência da Palestina,Grupos Parlamentares (G); L; Isabel Mendes Lopes; Filipa Pinto; Patrícia Gonçalves; Rui Tavares; Jorge Pinto; Paulo Muacho,2025-06-03,,Apreciação,2025-07-11,7,0
315052,XVII,13,Projeto de Resolução,Deslocação do Presidente da República à Alemanha,PAR (R),2025-06-03,,Resolução da AR (Publicação DR),2025-06-24,8,1
315388,XVII,192,Projeto de Resolução,"Recomenda ao Governo a deslocalização do Museu Militar do Porto para, no Edifício do Heroísmo, instalar o Museu da Resistência Antifascista no Porto",Grupos Parlamentares (G); PCP; Paula Santos; Paulo Raimundo; Alfredo Maia,2025-06-03,,Resolução da AR (Publicação DR),2025-12-10,10,0
315237,XVII,118,Projeto de Resolução,Recomenda ao Governo que assuma a prioridade do estabelecimento de um ninho de empresas de Base Tecnológica e Industrial de Defesa no Distrito da Guarda,Grupos Parlamentares (G); CH; Pedro Pinto; Nuno Simões de Melo; Pedro Pessanha; Bernardo Pessanha; Sandra Ribeiro; Raul Melo,2025-06-03,,Baixa comissão para discussão,2025-07-09,6,0
315474,XVII,235,Projeto de Resolução,"Recomenda ao Governo a urgente recuperação, reabilitação e valorização do Castelo de Santo Estêvão, em Chaves",Grupos Parlamentares (G); CH; Pedro Pinto; Patrícia Carvalho; Jorge Galveias; Daniel Teixeira; Sónia Monteiro; Marcus Santos; Manuela Tender,2025-06-03,,Resolução da AR (Publicação DR),2025-12-10,11,0
315121,XVII,54,Projeto de Resolução,"Recomenda ao Governo a criação de um Plano de modernização, desenvolvimento e reforço do transporte ferroviário no distrito do Porto",Grupos Parlamentares (G); PCP; Paula Santos; Paulo Raimundo; Alfredo Maia,2025-06-03,,Baixa comissão para discussão,2025-06-27,5,0
315128,XVII,60,Projeto de Resolução,Recomenda ao Governo a medidas de apoio aos doentes com Epidermólise Bolhosa,Grupos Parlamentares (G); PAN; Inês de Sousa Real,2025-06-03,,Votação na generalidade,2025-06-27,6,0
357048,XVII,89,Proposta de Lei,"Assegura a priorização do transporte e abastecimento de medicamentos às Regiões Autónomas, alterando o regime jurídico dos medicamentos de uso humano",Assembleia Legislativa da Região Autónoma da Madeira (M),2025-06-03,,Anúncio,2026-07-16,2,2
315214,XVII,110,Projeto de Resolução,Recomenda ao Governo a regulamentação da profissão de Psicomotricista,Grupos Parlamentares (G); PCP; Paula Santos; Paulo Raimundo; Alfredo Maia,2025-06-03,,Votação na generalidade,2025-07-04,7,0
315588,XVII,291,Projeto de Resolução,"Recomenda ao Governo que valorize os assistentes operacionais e os assistentes técnicos, revendo o rácio nas escolas e definindo os conteúdos funcionais adequados",Grupos Parlamentares (G); PS; Eurico Brilhante Dias; Porfírio Silva; Aida Carvalho; Sofia Canha; Rosa Isabel Cruz; Susana Correia,2025-06-03,,Resolução da AR (Publicação DR),2026-02-06,12,0
315138,XVII,64,Projeto de Resolução,Pelo reconhecimento e dignificação dos farmacêuticos na defesa e valorização do SNS,Grupos Parlamentares (G); BE; Mariana Mortágua,2025-06-03,,Apreciação,2025-06-27,6,0
315592,XVII,295,Projeto de Resolução,"Recomenda ao Governo que garanta o reconhecimento do tempo de serviço efetivo prestado pelos docentes do ensino superior nas mesmas circunstâncias das previstas no Decreto-Lei n.º 51/2024, de 28 de agosto",Grupos Parlamentares (G); PS; Eurico Brilhante Dias; Porfírio Silva; Aida Carvalho; Rosa Isabel Cruz; Sofia Canha; Susana Correia,2025-06-03,,Resolução da AR (Publicação DR),2026-02-06,12,0
315153,XVII,77,Projeto de Resolução,"Recomenda ao Governo a disponibilização de dados sobre a nacionalidade no Relatório Anual de Segurança Interna (RASI) e nas Estatísticas da Justiça 
",Grupos Parlamentares (G); IL; Rui Rocha; Angélique Da Teresa; Carlos Guimarães Pinto; Joana Cordeiro; Jorge Miguel Teixeira; Mariana Leitão; Mário Amorim Lopes; Miguel Rangel; Rodrigo Saraiva,2025-06-03,,Baixa comissão para discussão,2025-06-27,5,0
315242,XVII,123,Projeto de Resolução,Recomenda ao Governo o reconhecimento do Saara Ocidental como território soberano  do Reino de Marrocos,Grupos Parlamentares (G); CH; Pedro Pinto; Ricardo Dias Pinto; João Tilly; Pedro Correia; Diogo Pacheco de Amorim; Manuel Magno,2025-06-03,,Votação Deliberação,2025-09-26,7,0
315139,XVII,65,Projeto de Resolução,Recomenda ao Governo que desencadeie as ações necessárias para a rápida construção do Hospital Central do Algarve,Grupos Parlamentares (G); BE; Mariana Mortágua,2025-06-03,,Apreciação,2025-06-27,6,0
315152,XVII,76,Projeto de Resolução,"Recomenda ao Governo a concretização da ligação marítima entre a Região Autónoma da Madeira e o continente, bem como a sua expansão à Região Autónoma dos Açores e a Marrocos",Grupos Parlamentares (G); CH; Pedro Pinto; Marta Martins da Silva; Francisco Gomes; Carlos Barbosa; Ana Martins; José Dias Fernandes,2025-06-03,,Baixa comissão para discussão,2025-07-02,5,0
315175,XVII,83,Projeto de Resolução,Recomenda ao Governo a reforma da Agência Portuguesa do Ambiente e do Instituto da Conservação da Natureza e das Florestas,Grupos Parlamentares (G); IL; Jorge Miguel Teixeira; Angélique Da Teresa; Carlos Guimarães Pinto; Joana Cordeiro; Mariana Leitão; Mário Amorim Lopes; Miguel Rangel; Rodrigo Saraiva; Rui Rocha,2025-06-03,,Votação na generalidade,2025-07-04,6,0
315183,XVII,90,Projeto de Resolução,"Recomenda ao Governo que proceda à criação de um Grupo de Trabalho para a alteração do enquadramento legal das profissões de desgaste rápido, que defina critérios para a atribuição desta qualificação e identifique um elenco exemplificativo de tais profissões",Grupos Parlamentares (G); PAN; Inês de Sousa Real,2025-06-03,,Votação na generalidade,2025-07-04,6,0
315254,XVII,127,Projeto de Resolução,Recomenda a revisão da lista das doenças profissionais de modo a incluir as doenças relacionadas com a exposição a condições climatéricas extremas,Grupos Parlamentares (G); L; Isabel Mendes Lopes; Filipa Pinto; Patrícia Gonçalves; Jorge Pinto; Paulo Muacho; Rui Tavares,2025-06-03,,Baixa comissão para discussão,2025-07-17,6,1
315273,XVII,135,Projeto de Resolução,Recomenda ao Governo que adopte em Portugal a definição de anti-semitismo proposta pela Aliança Internacional para a Memória do Holocausto e implemente a Estratégia Europeia para Combater o Anti-semitismo e Promover a Vida Judaica,Grupos Parlamentares (G); CH; Pedro Pinto; Vanessa Barata; Idalina Durães; Cristina Rodrigues; Nuno Gabriel; Madalena Cordeiro; Pedro dos Santos Frazão,2025-06-03,,Baixa comissão para discussão,2025-07-28,6,0
315593,XVII,296,Projeto de Resolução,"Recomenda ao Governo que garanta a correção das ultrapassagens na progressão da carreira, assegurando a contabilização de todo o tempo de serviço dos professores",Grupos Parlamentares (G); PS; Eurico Brilhante Dias; Porfírio Silva; Aida Carvalho; Sofia Canha; Susana Correia; Rosa Isabel Cruz,2025-06-03,,Resolução da AR (Publicação DR),2026-02-06,12,0
315182,XVII,89,Projeto de Resolução,Recomenda a suspensão das dragagens no estuário do Sado até à avaliação e cumprimento das medidas previstas na Declaração de Impacte Ambiental,Grupos Parlamentares (G); PAN; Inês de Sousa Real,2025-06-03,,Votação na generalidade,2025-07-04,6,0
315179,XVII,86,Projeto de Resolução,Recomenda ao Governo que elabore e apresente um relatório de avaliação da aplicação do Regime Jurídico da Educação Inclusiva com vista à respetiva melhoria contínua ,Grupos Parlamentares (G); PAN; Inês de Sousa Real,2025-06-03,,Votação na generalidade,2025-07-04,6,0
315485,XVII,245,Projeto de Resolução,"Recomenda a valorização dos bombeiros das Associações Humanitárias de Bombeiros
",Grupos Parlamentares (G); L; Isabel Mendes Lopes; Filipa Pinto; Jorge Pinto; Patrícia Gonçalves; Paulo Muacho; Rui Tavares,2025-06-03,,Votação na generalidade,2025-10-28,9,0
315248,XVII,125,Projeto de Resolução,"Recomenda ao Governo da República a revisão do regime de mobilidade por doença, assegurando igualdade de tratamento aos docentes cuidadores de filhos com deficiência profunda, à semelhança dos docentes em situação de monoparentalidade",Grupos Parlamentares (G); JPP; Filipe Sousa,2025-06-03,,Votação na generalidade,2025-09-19,6,0
315204,XVII,104,Projeto de Resolução,Reforço de políticas públicas de resposta a pessoas idosas e garantia de proteção laboral e social a quem cuida,Grupos Parlamentares (G); BE; Mariana Mortágua,2025-06-03,,Votação na generalidade,2025-07-04,6,0
315255,XVII,128,Projeto de Resolução,Recomenda a proibição dos voos noturnos no Aeroporto de Lisboa,Grupos Parlamentares (G); L; Isabel Mendes Lopes; Jorge Pinto; Paulo Muacho; Filipa Pinto; Patrícia Gonçalves; Rui Tavares,2025-06-03,,Votação Deliberação,2026-05-15,6,1
315185,XVII,92,Projeto de Resolução,Pela criação de uma Rede Pública de Lares,Grupos Parlamentares (G); PAN; Inês de Sousa Real,2025-06-03,,Votação na generalidade,2025-07-04,6,0
315285,XVII,144,Projeto de Resolução,Recomenda ao Governo que assegure o funcionamento permanente da Urgência Pediátrica da Unidade Local de Saúde Viseu Dão-Lafões,Grupos Parlamentares (G); PAN; Inês de Sousa Real,2025-06-03,,Apreciação,2025-07-16,7,1
315258,XVII,130,Projeto de Resolução,Recomenda ao Governo a adoção urgente de medidas aos viticultores do Douro,Grupos Parlamentares (G); PCP; Alfredo Maia; Paula Santos; Paulo Raimundo,2025-06-03,,Votação na generalidade,2025-07-11,6,0
315276,XVII,138,Projeto de Resolução,Recomenda a criação de um programa orientado para a restituição efetiva do direito fundamental a uma habitação condigna,Grupos Parlamentares (G); CH; Pedro Pinto; Marta Martins da Silva; Ana Martins; Carlos Barbosa; Francisco Gomes; José Dias Fernandes,2025-06-03,,Votação na generalidade,2025-07-11,6,0
315460,XVII,227,Projeto de Resolução,Recomenda ao Governo que atue no sentido de sensibilizar para o uso de símbolos associados à agressão russa e de apoiar a comunidade ucraniana em Portugal,Grupos Parlamentares (G); IL; Rodrigo Saraiva; Angélique Da Teresa; Carlos Guimarães Pinto; Joana Cordeiro; Jorge Miguel Teixeira; Mariana Leitão; Mário Amorim Lopes; Miguel Rangel; Rui Rocha,2025-06-03,,Anúncio,2025-09-10,5,0
315287,XVII,146,Projeto de Resolução,Por medidas de combate à violência ginecológica e obstétrica no SNS ,Grupos Parlamentares (G); PAN; Inês de Sousa Real,2025-06-03,,Apreciação,2025-07-11,6,0
315283,XVII,142,Projeto de Resolução,Pela preservação e salvaguarda da Quinta dos Ingleses e pela criação de um mecanismo destinado a apoiar os municípios na aquisição e preservação de espaços verdes de elevado valor ambiental e natural,Grupos Parlamentares (G); PAN; Inês de Sousa Real,2025-06-03,,Apreciação,2025-07-16,6,0
315526,XVII,265,Projeto de Resolução,Recomenda ao Governo que classifique o Cartel de los Soles como organização terrorista internacional,Grupos Parlamentares (G); CH; Ana Martins; André Ventura; Armando Grave; Bernardo Pessanha; Bruno Nunes; Carlos Barbosa; Catarina Salgueiro; Cláudia Estêvão; Cristina Rodrigues; Cristina Vieira Henriques; Daniel Teixeira; Diogo Pacheco de Amorim; Eduardo Teixeira; Eliseu Neves; Felicidade Vital; Filipe Melo; Francisco Gomes; Gabriel Mithá Ribeiro; Idalina Durães; João Lopes Aleixo; João Paulo Graça; João Ribeiro; João Tilly; Jorge Galveias; José Barreira Soares; José Carvalho; José Dias Fernandes; José Dotti; Lina Pinheiro; Luís Paulo Fernandes; Madalena Cordeiro; Manuel Magno; Manuela Tender; Marcus Santos; Maria José Aguiar; Marta Martins da Silva; Nuno Gabriel; Nuno Simões de Melo; Patrícia Almeida; Patrícia Carvalho; Patrícia Nascimento; Paulo Seco; Pedro Correia; Pedro dos Santos Frazão; Pedro Pessanha; Pedro Pinto; Pedro Tavares; Raul Melo; Ricardo Dias Pinto; Ricardo Lopes Reis; Ricardo Moreira; Rita Matias; Rodrigo Alves Taxa; Rui Afonso; Rui Cardoso; Rui Cristina; Rui Paulo Sousa; Sandra Ribeiro; Sónia Monteiro; Vanessa Barata,2025-06-03,,Resolução da AR (Publicação DR),2025-12-10,9,0
315303,XVII,153,Projeto de Resolução,"Recomenda a proteção, valorização e classificação da Quinta dos Ingleses como Paisagem Protegida
",Grupos Parlamentares (G); L; Filipa Pinto; Isabel Mendes Lopes; Jorge Pinto; Patrícia Gonçalves; Paulo Muacho; Rui Tavares,2025-06-03,,Apreciação,2025-07-16,6,0
315672,XVII,327,Projeto de Resolução,Valorização da carreira de Bombeiro Sapador,Grupos Parlamentares (G); PCP; Paula Santos; Paulo Raimundo; Alfredo Maia,2025-06-03,,Resolução da AR (Publicação DR),2026-07-21,11,0
315420,XVII,209,Projeto de Resolução,Pela gestão pública da Fundação de Serralves e a garantia da gratuitidade da entrada em Serralves em todos os fins de semana e feriados,Grupos Parlamentares (G); PCP; Paula Santos; Paulo Raimundo; Alfredo Maia,2025-06-03,,Votação Deliberação,2026-06-25,7,0
315701,XVII,342,Projeto de Resolução,"Recomenda ao Governo que assegure uma regularização eficiente das carreiras da Função Pública, atendendo aos períodos de congelamento, com vista a repor a justiça e dignificar os trabalhadores ",Grupos Parlamentares (G); CH; Ana Martins; André Ventura; Armando Grave; Bernardo Pessanha; Bruno Nunes; Carlos Barbosa; Catarina Salgueiro; Cláudia Estêvão; Cristina Rodrigues; Cristina Vieira Henriques; Daniel Teixeira; Diogo Pacheco de Amorim; Eduardo Teixeira; Eliseu Neves; Felicidade Vital; Filipe Melo; Francisco Gomes; Idalina Durães; João Lopes Aleixo; João Paulo Graça; João Ribeiro; João Tilly; Jorge Galveias; José Barreira Soares; José Carvalho; José Dias Fernandes; José Dotti; Lina Pinheiro; Luís Paulo Fernandes; Madalena Cordeiro; Manuel Magno; Manuela Tender; Marcus Santos; Maria José Aguiar; Marta Martins da Silva; Nuno Gabriel; Nuno Simões de Melo; Patrícia Almeida; Patrícia Carvalho; Patrícia Nascimento; Paulo Seco; Pedro Correia; Pedro dos Santos Frazão; Pedro Pessanha; Pedro Pinto; Pedro Tavares; Raul Melo; Ricardo Dias Pinto; Ricardo Lopes Reis; Ricardo Moreira; Rita Matias; Rodrigo Alves Taxa; Rui Afonso; Rui Cardoso; Rui Cristina; Rui Fernandes; Rui Paulo Sousa; Sandra Ribeiro; Sónia Monteiro; Vanessa Barata,2025-06-03,,Resolução da AR (Publicação DR),2026-01-12,11,0
315314,XVII,159,Projeto de Resolução,Recomenda a defesa do património ambiental e a classificação da Quinta dos Ingleses (Cascais) como «Paisagem Protegida»,Grupos Parlamentares (G); BE; Mariana Mortágua,2025-06-03,,Apreciação,2025-07-16,6,0
315320,XVII,162,Projeto de Resolução,Pela garantia de melhores condições na aplicação do Subsídio Social de Mobilidade ,Grupos Parlamentares (G); BE; Mariana Mortágua,2025-06-03,,Votação na generalidade,2025-07-11,6,0
315316,XVII,160,Projeto de Resolução,Recomenda ao Governo que identifique e mobilize os fogos devolutos e disponíveis para habitação,Grupos Parlamentares (G); BE; Mariana Mortágua,2025-06-03,,Votação na generalidade,2025-07-11,6,0
315330,XVII,167,Projeto de Resolução,"Pela preservação responsável, valorização ecológica e transparência na gestão da Quinta dos Ingleses",Grupos Parlamentares (G); CH; André Ventura; Pedro Pinto; Bernardo Pessanha; Raul Melo; Rita Matias; José Dotti; Eliseu Neves; Rui Paulo Sousa; Marta Martins da Silva; Pedro Pessanha; Ricardo Dias Pinto; Felicidade Vital; Bruno Nunes; Patrícia Almeida; José Barreira Soares; Madalena Cordeiro; Rui Cardoso,2025-06-03,,Apreciação,2025-07-16,6,0
315414,XVII,206,Projeto de Resolução,Medidas para garantir os professores a todos os estudantes e valorizar os professores e educadores ,Grupos Parlamentares (G); PCP; Paulo Raimundo; Paula Santos; Alfredo Maia,2025-06-03,,Votação na generalidade,2025-10-28,7,1
315782,XVII,373,Projeto de Resolução,Institui o Dia Nacional do Calceteiro e da Calçada Portuguesa,Grupos Parlamentares (G); CH; Ana Martins; André Ventura; António Carneiro; Armando Grave; Bernardo Pessanha; Bruno Nunes; Carlos Barbosa; Catarina Salgueiro; Cláudia Estêvão; Cristina Rodrigues; Cristina Vieira Henriques; Daniel Teixeira; Diogo Pacheco de Amorim; Eduardo Teixeira; Eliseu Neves; Felicidade Vital; Filipe Melo; Francisco Gomes; Idalina Durães; João Lopes Aleixo; João Paulo Graça; João Ribeiro; João Tilly; Jorge Galveias; José Barreira Soares; José Carvalho; José Dias Fernandes; José Dotti; Lina Pinheiro; Luís Paulo Fernandes; Madalena Cordeiro; Manuel Magno; Manuela Tender; Marcus Santos; Maria José Aguiar; Marta Martins da Silva; Nuno Gabriel; Nuno Simões de Melo; Patrícia Almeida; Patrícia Carvalho; Patrícia Nascimento; Paulo Seco; Pedro Correia; Pedro dos Santos Frazão; Pedro Pessanha; Pedro Pinto; Pedro Tavares; Raul Melo; Ricardo Dias Pinto; Ricardo Lopes Reis; Ricardo Moreira; Rita Matias; Rodrigo Alves Taxa; Rui Afonso; Rui Cardoso; Rui Fernandes; Rui Paulo Sousa; Sandra Ribeiro; Sónia Monteiro; Vanessa Barata,2025-06-03,,Resolução da AR (Publicação DR),2026-03-24,11,1
315720,XVII,350,Projeto de Resolução,Recomenda ao Governo a correção de injustiças na Carreira Docente,Grupos Parlamentares (G); PSD; CDS-PP; Hugo Soares; Pedro Alves; Célia Freire; Inês Barroso; Ana Gabriela Cabilhas; Ana Isabel Ferreira; Ana Silveira; Bruno Faria; Carolina Marques; Andreia Neto; Carla Barros; Emídio Guerreiro; Germana Rocha; João Pedro Louro; Joaquim Barbosa; Manuela Carvalho; Sonia dos Reis; Paulo Núncio; João Pinho de Almeida,2025-06-03,,Resolução da AR (Publicação DR),2026-02-06,11,0
315601,XVII,298,Projeto de Resolução,"Recomenda ao Governo a salvaguarda do património imaterial do concelho da Guarda, com destaque especial ao Cobertor de Papa",Grupos Parlamentares (G); PSD; Hugo Soares; Dulcineia Catarina Moura; Cristina Vaz Tomé; Francisco Figueira; Ricardo Carvalho; Ricardo Araújo; João Pedro Louro; Manuela Carvalho; Ricardo Carlos; Adriana Rodrigues; Alberto Fonseca; Francisco Covelinhas Lopes; Helga Correia; Margarida Saavedra; Pedro Coelho; Ricardo Aires; Rui Rocha Pereira; Olga Freire,2025-06-03,,Resolução da AR (Publicação DR),2026-01-12,9,0
315412,XVII,204,Projeto de Resolução,Alteração do regime de mobilidade por doença,Grupos Parlamentares (G); PCP; Paulo Raimundo; Paula Santos; Alfredo Maia,2025-06-03,,Votação na generalidade,2025-09-19,6,0
