IniId,IniLeg,IniNr,IniTipo,IniTitulo,Autor,DataInicioLegislatura,DataFimLegislatura,UltimaFase,DataUltimaFase,NumEventos,NumAnexos
315818,XVII,308,Projeto de Lei,"Procede à quarta alteração ao Decreto-Lei n.º 290/2009, de 12 de outubro, simplificando a atribuição e reforçando os apoios no âmbito do Programa de Emprego Apoiado em Mercado Aberto",Grupos Parlamentares (G); PS; Lia Ferreira; Eurico Brilhante Dias; Ana Bernardo; Miguel Cabrita; Tiago Barbosa Ribeiro; Dália Miranda; Hugo Oliveira; Margarida Afonso; Eduardo Pinheiro; Irene Costa; Pedro do Carmo; Marina Gonçalves; Pedro Delgado Alves; Susana Correia,2025-06-03,,Discussão generalidade,2025-12-18,6,1
346059,XVII,397,Projeto de Lei,"Alarga o âmbito das medidas de apoio e mitigação do impacto de incêndios rurais para incluir fenómenos naturais extremos, alterando o Decreto-Lei n.º 98-A/2025, de 24 de agosto",Grupos Parlamentares (G); L; Isabel Mendes Lopes; Filipa Pinto; Jorge Pinto; Patrícia Gonçalves; Paulo Muacho; Rui Tavares,2025-06-03,,Votação na generalidade,2026-05-29,8,2
315748,XVII,289,Projeto de Lei,"Cria o suplemento especial de serviço por funções operacionais na Unidade Nacional de Estrangeiros e Fronteiras da PSP e procede à quinta alteração ao 
Decreto-Lei n.º 243/2015, de 19 de outubro  
",Grupos Parlamentares (G); PCP; Paula Santos; Paulo Raimundo; Alfredo Maia,2025-06-03,,Publicação em Separata,2025-11-24,5,1
315811,XVII,306,Projeto de Lei,"Regime de transparência, responsabilidade e escrutínio no Setor Empresarial do Estado",Grupos Parlamentares (G); IL; Angélique Da Teresa; Carlos Guimarães Pinto; Joana Cordeiro; Jorge Miguel Teixeira; Mariana Leitão; Mário Amorim Lopes; Miguel Rangel; Rodrigo Saraiva; Rui Rocha,2025-06-03,,Discussão generalidade,2025-12-11,6,1
315845,XVII,320,Projeto de Lei,"Altera o regime do trabalho noturno e por turnos reforçando os direitos dos trabalhadores 
",Grupos Parlamentares (G); L; Isabel Mendes Lopes; Filipa Pinto; Jorge Pinto; Patrícia Gonçalves; Paulo Muacho; Rui Tavares,2025-06-03,,Discussão generalidade,2025-12-19,6,1
315921,XVII,343,Projeto de Lei,"Gratuitidade das propinas no 1.º ciclo de estudos e fixação de limites máximos às propinas do 2.º e 3.º ciclos

",Grupos Parlamentares (G); L; Isabel Mendes Lopes; Filipa Pinto; Jorge Pinto; Patrícia Gonçalves; Paulo Muacho; Rui Tavares,2025-06-03,,Discussão generalidade,2026-01-09,6,1
315916,XVII,339,Projeto de Lei,"Regulamenta as taxas e os emolumentos nas instituições de ensino superior, procedendo à sexta alteração à Lei n.º 37/2003, de 22 de agosto

",Grupos Parlamentares (G); PS; Eurico Brilhante Dias; Porfírio Silva; Aida Carvalho; Sofia Pereira; Miguel Matos; Rosa Isabel Cruz; Sandra Lopes; Margarida Afonso; Miguel Cabrita; Susana Correia; Elza Pais,2025-06-03,,Discussão generalidade,2026-01-09,6,1
315922,XVII,344,Projeto de Lei,"Estabelece limites máximos de valor de renda em contratos de arrendamento habitacional
",Grupos Parlamentares (G); L; Isabel Mendes Lopes; Filipa Pinto; Jorge Pinto; Patrícia Gonçalves; Paulo Muacho; Rui Tavares,2025-06-03,,Discussão generalidade,2026-01-09,6,1
345975,XVII,357,Projeto de Lei,Inclusão das creches no sistema educativo,Grupos Parlamentares (G); BE; Fabian Figueiredo,2025-06-03,,Discussão generalidade,2026-04-10,6,1
356292,XVII,482,Projeto de Lei,"Inclui a proteção e o socorro de animais nas medidas de resposta a incêndios rurais, procedendo à terceira alteração ao Decreto-Lei n.º 98-A/2025, de 24 de agosto",Grupos Parlamentares (G); PAN; Inês de Sousa Real,2025-06-03,,Votação na generalidade,2026-06-03,9,1
356891,XVII,652,Projeto de Lei,Alarga a exclusão de tributação em IRS às compensações atribuídas a vítimas de violações graves de direitos fundamentais ,Grupos Parlamentares (G); L; Isabel Mendes Lopes; Jorge Pinto; Paulo Muacho; Filipa Pinto; Patrícia Gonçalves; Rui Tavares,2025-06-03,,Lei (Publicação DR),2026-08-03,15,2
356134,XVII,423,Projeto de Lei,"Densificação das condições para a suspensão provisória dos processos relativos à violência doméstica, altera o Código de Processo Penal, a Lei n.º 112/2009, de 16 de setembro, e o Estatuto da Vítima, aprovado em anexo à Lei n.º 130/2015, de 4 de setembro",Grupos Parlamentares (G); PCP; Paulo Raimundo; Paula Santos; Alfredo Maia,2025-06-03,,Discussão generalidade,2026-02-20,7,1
315908,XVII,338,Projeto de Lei,"Aprova uma moratória para a utilização de artigos de pirotecnia e consequente substituição por artefactos silenciosos, jogos de luzes ou similares, considerando os impactos negativos dos artigos de pirotecnia tradicionais na saúde das pessoas, bem-estar animal e ambiente",Grupos Parlamentares (G); PAN; Inês de Sousa Real,2025-06-03,,Anúncio,2026-01-08,4,1
356135,XVII,424,Projeto de Lei,"Reforça os direitos e garantias das crianças vítimas de violência doméstica e de maus-tratos e das crianças órfãs em consequência de homicídio em contexto de violência doméstica, alterando diversos diplomas",Grupos Parlamentares (G); PAN; Inês de Sousa Real,2025-06-03,,Discussão generalidade,2026-02-20,7,1
315879,XVII,332,Projeto de Lei,Pela suspensão anual da compra e venda de animais de companhia durante o período compreendido entre 1 de dezembro a 15 de janeiro,Grupos Parlamentares (G); PAN; Inês de Sousa Real,2025-06-03,,Anúncio,2025-12-19,4,1
345974,XVII,356,Projeto de Lei,"Inclui o jornalismo sem fins lucrativos na Lei-quadro do estatuto de utilidade pública (Alteração à Lei n.º 36/2021, de 14 de junho)",Grupos Parlamentares (G); BE; Fabian Figueiredo,2025-06-03,,Admissão,2026-01-27,4,1
356545,XVII,561,Projeto de Lei,Fixa a margem de lucro da distribuição e comercialização do pescado nacional sujeito a venda em lota,Grupos Parlamentares (G); PCP; Alfredo Maia; Paula Santos; Paulo Raimundo,2025-06-03,,Parecer da ALRAM,2026-05-07,12,1
356163,XVII,434,Projeto de Lei,"Altera o regime jurídico de utilização de armas de fogo e explosivos pelas forças e serviços de segurança, constante do Decreto-Lei n.º 457/99, de 5 de novembro",Grupos Parlamentares (G); PSD; Hugo Soares; António Rodrigues; Nuno Jorge Gonçalves; Alexandre Poço; Paulo Lopes Marcelo; Hugo Carneiro; Regina Bastos; Bruno Ventura; Dulcineia Catarina Moura; Andreia Neto; Miguel Guimarães; Pedro Alves; Isaura Morais; João Antunes dos Santos; Fernando Queiroga; Almiro Moreira,2025-06-03,,Discussão generalidade,2026-02-20,7,2
345979,XVII,361,Projeto de Lei,"Proibição da importação ou venda de bens, serviços e recursos naturais originários de colonatos ilegais em territórios ocupados",Grupos Parlamentares (G); BE; Fabian Figueiredo,2025-06-03,,Admissão,2026-01-27,4,1
345999,XVII,379,Projeto de Lei,"Novas regras de designação dos membros dos órgãos de administração dos estabelecimentos de saúde do SNS  (6.ª alteração ao Decreto-Lei n.º 52/2022, de 4 de agosto, e 8.ª alteração ao Decreto-Lei n.º 71/2007, de 27 de março)
",Grupos Parlamentares (G); IL; Joana Cordeiro; Mário Amorim Lopes; Angélique Da Teresa; Carlos Guimarães Pinto; Mariana Leitão; Miguel Rangel; Jorge Miguel Teixeira; Rodrigo Saraiva; Rui Rocha,2025-06-03,,Discussão generalidade,2026-01-30,6,1
345995,XVII,376,Projeto de Lei,Novas regras para a constituição dos Conselhos de Administração das Unidades do Serviço Nacional de Saúde,Grupos Parlamentares (G); BE; Fabian Figueiredo,2025-06-03,,Discussão generalidade,2026-01-30,6,1
356082,XVII,403,Projeto de Lei,"Garante o pagamento do subsídio de doença a 100% para doentes oncológicos  (10.ª alteração ao Decreto-Lei n.º 28/2004, de 4 de fevereiro)
",Grupos Parlamentares (G); BE; Fabian Figueiredo,2025-06-03,,Discussão generalidade,2026-03-13,6,1
356184,XVII,9,Apreciação Parlamentar,"Decreto-Lei n.º 31-C/2026, de 5 de fevereiro “Cria um regime de apoios sociais e de lay-off simplificado para as zonas atingidas pela tempestade «Kristin»”
",Grupos Parlamentares (G); L; PCP; BE; Isabel Mendes Lopes; Paula Santos; Fabian Figueiredo; Alfredo Maia; Filipa Pinto; Jorge Pinto; Patrícia Gonçalves; Paulo Muacho; Paulo Raimundo; Rui Tavares,2025-06-03,,Lei (Publicação DR),2026-04-14,15,0
345986,XVII,368,Projeto de Lei,"Confere uma maior proteção social às pessoas que trabalham no serviço doméstico, garantindo proteção no desemprego e acabando com a incidência contributiva abaixo do salário mínimo nacional",Grupos Parlamentares (G); BE; Fabian Figueiredo,2025-06-03,,Publicação em Separata,2026-02-03,5,1
345989,XVII,370,Projeto de Lei,"Reforça a negociação coletiva, repõe o princípio do tratamento mais favorável do trabalhador e revoga o regime da caducidade da contratação coletiva (24.ª alteração ao Código do Trabalho, aprovado pela Lei n.º 7/2009, de 12 de fevereiro)",Grupos Parlamentares (G); BE; Fabian Figueiredo,2025-06-03,,Publicação em Separata,2026-02-03,5,1
356131,XVII,420,Projeto de Lei,"Revê o regime de atribuição das pensões de aposentação e de velhice do pessoal com funções policiais da Polícia de Segurança Pública, do pessoal da carreira de investigação criminal, da carreira de segurança e dos especialistas de polícia científica da Polícia Judiciária e do pessoal do Corpo da Guarda Prisional",Grupos Parlamentares (G); CH; Ana Martins; André Ventura; António Carneiro; Armando Grave; Bernardo Pessanha; Bruno Nunes; Carlos Barbosa; Catarina Salgueiro; Cláudia Estêvão; Cristina Rodrigues; Cristina Vieira Henriques; Daniel Teixeira; Diogo Pacheco de Amorim; Eduardo Teixeira; Eliseu Neves; Felicidade Vital; Filipe Melo; Francisco Gomes; Idalina Durães; João Lopes Aleixo; João Paulo Graça; João Ribeiro; João Tilly; Jorge Galveias; José Barreira Soares; José Carvalho; José Dias Fernandes; José Dotti; Lina Pinheiro; Luís Paulo Fernandes; Madalena Cordeiro; Manuel Magno; Manuela Tender; Marcus Santos; Maria José Aguiar; Marta Martins da Silva; Nuno Gabriel; Nuno Simões de Melo; Patrícia Almeida; Patrícia Carvalho; Patrícia Nascimento; Paulo Seco; Pedro Correia; Pedro dos Santos Frazão; Pedro Pessanha; Pedro Pinto; Pedro Tavares; Raul Melo; Ricardo Dias Pinto; Ricardo Lopes Reis; Ricardo Moreira; Rita Matias; Rodrigo Alves Taxa; Rui Afonso; Rui Cardoso; Rui Fernandes; Rui Paulo Sousa; Sandra Ribeiro; Sónia Monteiro; Vanessa Barata,2025-06-03,,Votação na generalidade,2026-02-27,6,1
356201,XVII,445,Projeto de Lei,Prevê a Isenção excecional e automática de Imposto Municipal sobre Imóveis (IMI) relativa ao ano de 2026 aplicável aos concelhos declarados em situação de calamidade,Grupos Parlamentares (G); CH; Ana Martins; André Ventura; António Carneiro; Armando Grave; Bernardo Pessanha; Bruno Nunes; Carlos Barbosa; Catarina Salgueiro; Cláudia Estêvão; Cristina Rodrigues; Cristina Vieira Henriques; Daniel Teixeira; Diogo Pacheco de Amorim; Eduardo Teixeira; Eliseu Neves; Felicidade Vital; Filipe Melo; Francisco Gomes; Idalina Durães; João Lopes Aleixo; João Paulo Graça; João Ribeiro; João Tilly; Jorge Galveias; José Barreira Soares; José Carvalho; José Dias Fernandes; José Dotti; Lina Pinheiro; Luís Paulo Fernandes; Madalena Cordeiro; Manuel Magno; Manuela Tender; Marcus Santos; Maria José Aguiar; Marta Martins da Silva; Nuno Gabriel; Nuno Simões de Melo; Patrícia Almeida; Patrícia Carvalho; Patrícia Nascimento; Paulo Seco; Pedro Correia; Pedro dos Santos Frazão; Pedro Pessanha; Pedro Pinto; Pedro Tavares; Raul Melo; Ricardo Dias Pinto; Ricardo Lopes Reis; Ricardo Moreira; Rita Matias; Rodrigo Alves Taxa; Rui Afonso; Rui Cardoso; Rui Fernandes; Rui Paulo Sousa; Sandra Ribeiro; Sónia Monteiro; Vanessa Barata,2025-06-03,,Anúncio,2026-02-25,6,1
356252,XVII,468,Projeto de Lei,"Restringe as rendas em novos arrendamentos habitacionais e confere competência à Autoridade Tributária para identificar os incumprimentos
",Grupos Parlamentares (G); L; Isabel Mendes Lopes; Jorge Pinto; Paulo Muacho; Filipa Pinto; Patrícia Gonçalves; Rui Tavares,2025-06-03,,Discussão generalidade,2026-03-13,6,1
356453,XVII,533,Projeto de Lei,Prevê a redução temporária da taxa de IVA sobre os combustíveis para a taxa intermédia,Grupos Parlamentares (G); CH; Ana Martins; André Ventura; António Carneiro; Armando Grave; Bernardo Pessanha; Bruno Nunes; Carlos Barbosa; Catarina Salgueiro; Cláudia Estêvão; Cristina Rodrigues; Cristina Vieira Henriques; Daniel Teixeira; Diogo Pacheco de Amorim; Eduardo Teixeira; Eliseu Neves; Felicidade Vital; Filipe Melo; Francisco Gomes; Idalina Durães; João Lopes Aleixo; João Paulo Graça; João Ribeiro; João Tilly; Jorge Galveias; José Barreira Soares; José Carvalho; José Dias Fernandes; José Dotti; Lina Pinheiro; Luís Paulo Fernandes; Madalena Cordeiro; Manuel Magno; Manuela Tender; Marcus Santos; Maria José Aguiar; Marta Martins da Silva; Nuno Gabriel; Nuno Simões de Melo; Patrícia Almeida; Patrícia Carvalho; Patrícia Nascimento; Paulo Seco; Pedro Correia; Pedro dos Santos Frazão; Pedro Pessanha; Pedro Pinto; Pedro Tavares; Raul Melo; Ricardo Dias Pinto; Ricardo Lopes Reis; Ricardo Moreira; Rita Matias; Rodrigo Alves Taxa; Rui Afonso; Rui Cardoso; Rui Fernandes; Rui Paulo Sousa; Sandra Ribeiro; Sónia Monteiro; Vanessa Barata,2025-06-03,,Admissão,2026-04-10,5,1
356454,XVII,534,Projeto de Lei,"A presente lei estabelece a aplicação temporária da taxa de 0% do Imposto sobre o Valor Acrescentado (IVA) a um conjunto de bens essenciais, designado por cabaz alimentar",Grupos Parlamentares (G); CH; Ana Martins; André Ventura; António Carneiro; Armando Grave; Bernardo Pessanha; Bruno Nunes; Carlos Barbosa; Catarina Salgueiro; Cláudia Estêvão; Cristina Rodrigues; Cristina Vieira Henriques; Daniel Teixeira; Diogo Pacheco de Amorim; Eduardo Teixeira; Eliseu Neves; Felicidade Vital; Filipe Melo; Francisco Gomes; Idalina Durães; João Lopes Aleixo; João Paulo Graça; João Ribeiro; João Tilly; Jorge Galveias; José Barreira Soares; José Carvalho; José Dias Fernandes; José Dotti; Lina Pinheiro; Luís Paulo Fernandes; Madalena Cordeiro; Manuel Magno; Manuela Tender; Marcus Santos; Maria José Aguiar; Marta Martins da Silva; Nuno Gabriel; Nuno Simões de Melo; Patrícia Almeida; Patrícia Carvalho; Patrícia Nascimento; Paulo Seco; Pedro Correia; Pedro dos Santos Frazão; Pedro Pessanha; Pedro Pinto; Pedro Tavares; Raul Melo; Ricardo Dias Pinto; Ricardo Lopes Reis; Ricardo Moreira; Rita Matias; Rodrigo Alves Taxa; Rui Afonso; Rui Cardoso; Rui Fernandes; Rui Paulo Sousa; Sandra Ribeiro; Sónia Monteiro; Vanessa Barata,2025-06-03,,Admissão,2026-04-10,5,1
356469,XVII,540,Projeto de Lei,Procede à criação do suplemento por exercício das funções de agente único de transportes coletivos,Grupos Parlamentares (G); PAN; Inês de Sousa Real,2025-06-03,,Votação na generalidade,2026-04-17,5,1
356464,XVII,537,Projeto de Lei,Aumenta o subsídio de funeral de crianças e jovens,Grupos Parlamentares (G); IL; Mariana Leitão; Joana Cordeiro; Angélique Da Teresa; Carlos Guimarães Pinto; Mário Amorim Lopes; Miguel Rangel; Jorge Miguel Teixeira; Rodrigo Saraiva; Rui Rocha,2025-06-03,,Votação na generalidade,2026-04-10,5,0
356455,XVII,535,Projeto de Lei,"Procede à alteração do regime do Rendimento Social de Inserção e institui o Rendimento Social de Sobrevivência, visando distinguir entre beneficiários que estão incapazes de trabalhar dos restantes",Grupos Parlamentares (G); CH; Ana Martins; André Ventura; António Carneiro; Armando Grave; Bernardo Pessanha; Bruno Nunes; Carlos Barbosa; Catarina Salgueiro; Cláudia Estêvão; Cristina Rodrigues; Cristina Vieira Henriques; Daniel Teixeira; Diogo Pacheco de Amorim; Eduardo Teixeira; Eliseu Neves; Felicidade Vital; Filipe Melo; Francisco Gomes; Idalina Durães; João Lopes Aleixo; João Paulo Graça; João Ribeiro; João Tilly; Jorge Galveias; José Barreira Soares; José Carvalho; José Dias Fernandes; José Dotti; Lina Pinheiro; Luís Paulo Fernandes; Madalena Cordeiro; Manuel Magno; Manuela Tender; Marcus Santos; Maria José Aguiar; Marta Martins da Silva; Nuno Gabriel; Nuno Simões de Melo; Patrícia Almeida; Patrícia Carvalho; Patrícia Nascimento; Paulo Seco; Pedro Correia; Pedro dos Santos Frazão; Pedro Pessanha; Pedro Pinto; Pedro Tavares; Raul Melo; Ricardo Dias Pinto; Ricardo Lopes Reis; Ricardo Moreira; Rita Matias; Rodrigo Alves Taxa; Rui Afonso; Rui Cardoso; Rui Fernandes; Rui Paulo Sousa; Sandra Ribeiro; Sónia Monteiro; Vanessa Barata,2025-06-03,,Anúncio,2026-04-16,4,1
356475,XVII,545,Projeto de Lei,"Altera diversos diplomas, procedendo ao alargamento da emissão do direito de antena nas rádios locais a todos os processos eleitorais, bem como ao alargamento do direito de voto antecipado e ao estabelecimento da obrigação de disponibilização de matriz em braille dos boletins de voto no âmbito das eleições para os órgãos das autarquias locais ",Grupos Parlamentares (G); PAN; Inês de Sousa Real,2025-06-03,,Votação na generalidade,2026-04-17,5,1
356565,XVII,567,Projeto de Lei,Lei-Quadro das Regiões Administrativas,Grupos Parlamentares (G); PCP; Paulo Raimundo; Paula Santos; Alfredo Maia,2025-06-03,,Discussão generalidade,2026-06-24,6,1
356586,XVII,571,Projeto de Lei,"Altera a Lei n.º 73/2013, de 3 de setembro, com o objetivo de reforçar a coesão territorial e os mecanismos de resposta em situação de calamidade",Grupos Parlamentares (G); CH; Ana Martins; André Ventura; António Carneiro; Armando Grave; Bernardo Pessanha; Bruno Nunes; Carlos Barbosa; Catarina Salgueiro; Cláudia Estêvão; Cristina Rodrigues; Cristina Vieira Henriques; Daniel Teixeira; Diogo Pacheco de Amorim; Eduardo Teixeira; Eliseu Neves; Felicidade Vital; Filipe Melo; Francisco Gomes; Idalina Durães; João Lopes Aleixo; João Paulo Graça; João Ribeiro; João Tilly; Jorge Galveias; José Barreira Soares; José Carvalho; José Dias Fernandes; José Dotti; Lina Pinheiro; Luís Paulo Fernandes; Madalena Cordeiro; Manuel Magno; Manuela Tender; Marcus Santos; Maria José Aguiar; Marta Martins da Silva; Nuno Gabriel; Nuno Simões de Melo; Patrícia Almeida; Patrícia Carvalho; Patrícia Nascimento; Paulo Seco; Pedro Correia; Pedro dos Santos Frazão; Pedro Pessanha; Pedro Pinto; Pedro Tavares; Raul Melo; Ricardo Dias Pinto; Ricardo Lopes Reis; Ricardo Moreira; Rita Matias; Rodrigo Alves Taxa; Rui Afonso; Rui Cardoso; Rui Fernandes; Rui Paulo Sousa; Sandra Ribeiro; Sónia Monteiro; Vanessa Barata,2025-06-03,,Votação na generalidade,2026-05-08,6,1
356326,XVII,499,Projeto de Lei,"Assegura um maior respeito pela igualdade de género nos órgãos das entidades do setor público empresarial, das empresas cotadas em bolsa, das grandes empresas e das empresas dos setores da banca e dos seguros, alterando a Lei n.º 62/2017, de 1 de agosto",Grupos Parlamentares (G); PAN; Inês de Sousa Real,2025-06-03,,Admissão,2026-03-13,4,1
356695,XVII,605,Projeto de Lei,Aprova o modelo societário e os estatutos da LUSA,Grupos Parlamentares (G); L; Isabel Mendes Lopes; Jorge Pinto; Paulo Muacho; Filipa Pinto; Patrícia Gonçalves; Rui Tavares,2025-06-03,,Requerimento Baixa Comissão sem Votação (Generalidade),2026-05-22,7,2
356590,XVII,572,Projeto de Lei,"Alteração ao regime do exercício da atividade de segurança privada, previsto na Lei n.º 34/2013, de 16 de maio",Grupos Parlamentares (G); BE; Fabian Figueiredo,2025-06-03,,Discussão generalidade,2026-04-30,6,1
356341,XVII,506,Projeto de Lei,"Primeira alteração à Lei n.º 45/2018, de 10 de agosto (Regime jurídico da atividade de transporte individual e remunerado de passageiros em veículos descaracterizados a partir de plataforma eletrónica)
",Grupos Parlamentares (G); PCP; Paula Santos; Paulo Raimundo; Alfredo Maia,2025-06-03,,Anúncio,2026-03-18,4,1
356479,XVII,547,Projeto de Lei,"Lei-Quadro das regiões administrativas (altera e republica a Lei n.º 56/91, de 13 de Agosto)",Grupos Parlamentares (G); BE; Fabian Figueiredo,2025-06-03,,Discussão generalidade,2026-04-17,5,2
356358,XVII,515,Projeto de Lei,Estabelece um sistema de preços máximos para o gás de garrafa e o gás canalizado,Grupos Parlamentares (G); PCP; Paulo Raimundo; Paula Santos; Alfredo Maia,2025-06-03,,Anúncio,2026-03-18,4,1
356483,XVII,548,Projeto de Lei,Isenção temporária de IVA sobre os produtos essenciais do cabaz alimentar ,Grupos Parlamentares (G); BE; Fabian Figueiredo,2025-06-03,,Admissão,2026-04-10,5,1
356494,XVII,551,Projeto de Lei, Integra a educação na primeira infância no sistema educativo e incumbe o Estado de criar uma rede universal e gratuita,Grupos Parlamentares (G); L; Paulo Muacho; Jorge Pinto; Rui Tavares; Filipa Pinto; Patrícia Gonçalves; Tomás Pereira,2025-06-03,,Admissão,2026-04-10,5,1
356513,XVII,554,Projeto de Lei,Cria o programa plurianual para a soberania alimentar nacional,Grupos Parlamentares (G); PCP; Paulo Raimundo; Paula Santos; Alfredo Maia,2025-06-03,,Anúncio,2026-04-16,4,1
356700,XVII,607,Projeto de Lei,"Determina a aplicação do regime de atribuição do suplemento de missão criado pelo Decreto-Lei n.º 139-C/2023, de 29 de dezembro, à Guarda Nacional Republicana, à Polícia de Segurança Pública e ao Corpo da Guarda Prisional",Grupos Parlamentares (G); CH; Ana Martins; André Ventura; António Carneiro; Armando Grave; Bernardo Pessanha; Bruno Nunes; Carlos Barbosa; Catarina Salgueiro; Cláudia Estêvão; Cristina Rodrigues; Cristina Vieira Henriques; Daniel Teixeira; Diogo Pacheco de Amorim; Eduardo Teixeira; Eliseu Neves; Felicidade Vital; Filipe Melo; Francisco Gomes; Idalina Durães; João Lopes Aleixo; João Paulo Graça; João Ribeiro; João Tilly; Jorge Galveias; José Barreira Soares; José Carvalho; José Dias Fernandes; José Dotti; Lina Pinheiro; Luís Paulo Fernandes; Madalena Cordeiro; Manuel Magno; Manuela Tender; Marcus Santos; Maria José Aguiar; Marta Martins da Silva; Nuno Gabriel; Nuno Simões de Melo; Patrícia Almeida; Patrícia Carvalho; Patrícia Nascimento; Paulo Seco; Pedro Correia; Pedro dos Santos Frazão; Pedro Pessanha; Pedro Pinto; Pedro Tavares; Raul Melo; Ricardo Dias Pinto; Ricardo Lopes Reis; Ricardo Moreira; Rita Matias; Rodrigo Alves Taxa; Rui Afonso; Rui Cardoso; Rui Fernandes; Rui Paulo Sousa; Sandra Ribeiro; Sónia Monteiro; Vanessa Barata,2025-06-03,,Publicação em Separata,2026-05-18,7,1
356958,XVII,678,Projeto de Lei,Consagra o regime do prémio salarial de valorização das qualificações no mercado de trabalho,Grupos Parlamentares (G); PS; Sofia Pereira; Eurico Brilhante Dias; António Mendonça Mendes; Miguel Matos; Carlos Pereira; Hugo Costa; Marina Gonçalves; Nuno Fazenda,2025-06-03,,Discussão generalidade,2026-07-02,7,1
356591,XVII,573,Projeto de Lei,Passe de transportes gratuito para jovens até 25 anos,Grupos Parlamentares (G); BE; Fabian Figueiredo,2025-06-03,,Discussão generalidade,2026-05-08,6,1
356696,XVII,606,Projeto de Lei,Aprova um regime específico para a integração de investigadores na carreira de investigação científica,Grupos Parlamentares (G); L; Isabel Mendes Lopes; Jorge Pinto; Paulo Muacho; Filipa Pinto; Patrícia Gonçalves; Rui Tavares,2025-06-03,,Publicação em Separata,2026-05-22,7,2
356808,XVII,630,Projeto de Lei,Altera o Código Penal balizando os limites da ação penal no respeito pela liberdade de expressão,Grupos Parlamentares (G); CH; Ana Martins; André Ventura; António Carneiro; Armando Grave; Bernardo Pessanha; Bruno Nunes; Carlos Barbosa; Catarina Salgueiro; Cláudia Estêvão; Cristina Rodrigues; Cristina Vieira Henriques; Daniel Teixeira; Diogo Pacheco de Amorim; Eduardo Teixeira; Eliseu Neves; Felicidade Vital; Filipe Melo; Francisco Gomes; Idalina Durães; João Lopes Aleixo; João Paulo Graça; João Ribeiro; João Tilly; Jorge Galveias; José Barreira Soares; José Carvalho; José Dias Fernandes; José Dotti; Lina Pinheiro; Luís Paulo Fernandes; Madalena Cordeiro; Manuel Magno; Manuela Tender; Marcus Santos; Maria José Aguiar; Marta Martins da Silva; Nuno Gabriel; Nuno Simões de Melo; Patrícia Almeida; Patrícia Carvalho; Patrícia Nascimento; Paulo Seco; Pedro Correia; Pedro dos Santos Frazão; Pedro Pessanha; Pedro Pinto; Pedro Tavares; Raul Melo; Ricardo Dias Pinto; Ricardo Lopes Reis; Ricardo Moreira; Rita Matias; Rodrigo Alves Taxa; Rui Afonso; Rui Cardoso; Rui Fernandes; Rui Paulo Sousa; Sandra Ribeiro; Sónia Monteiro; Vanessa Barata,2025-06-03,,Discussão generalidade,2026-06-12,7,1
356814,XVII,635,Projeto de Lei,Lei da Promoção da Igualdade e do Combate à Discriminação Racial,Grupos Parlamentares (G); BE; Fabian Figueiredo,2025-06-03,,Discussão generalidade,2026-06-12,7,1
356929,XVII,672,Projeto de Lei,"Aumenta a dedução à coleta de IRS, duplicando o acréscimo a partir do 3.º filho, alterando o Código do Imposto sobre o Rendimento de Pessoas Singulares",Grupos Parlamentares (G); CDS-PP; Paulo Núncio; João Pinho de Almeida,2025-06-03,,Discussão generalidade,2026-06-25,7,1
356947,XVII,674,Projeto de Lei,"Reforça o Complemento Garantia para a Infância, assegurando a aplicação das majorações previstas nas deduções por dependentes em sede de IRS",Grupos Parlamentares (G); PS; António Mendonça Mendes; Miguel Matos; Ana Bernardo; Miguel Cabrita; Carlos Pereira; Dália Miranda; Eduardo Pinheiro; Irene Costa; Joana Lima; Margarida Afonso; Marina Gonçalves; Nuno Fazenda; Patrícia Faro; Tiago Barbosa Ribeiro,2025-06-03,,Discussão generalidade,2026-06-25,7,1
356965,XVII,681,Projeto de Lei,"Prevê a isenção de 50% dos rendimentos em sede de IRS sobre os rendimentos da Categoria A, B e H, referentes a emigrantes portugueses que regressem e se tornem residentes em Portugal",Grupos Parlamentares (G); CH; Ana Martins; André Ventura; António Carneiro; Armando Grave; Bernardo Pessanha; Bruno Nunes; Carlos Barbosa; Catarina Salgueiro; Cláudia Estêvão; Cristina Rodrigues; Cristina Vieira Henriques; Daniel Teixeira; Diogo Pacheco de Amorim; Eduardo Teixeira; Eliseu Neves; Felicidade Vital; Filipe Melo; Francisco Gomes; Idalina Durães; João Lopes Aleixo; João Paulo Graça; João Ribeiro; João Tilly; Jorge Galveias; José Barreira Soares; José Carvalho; José Dias Fernandes; José Dotti; Lina Pinheiro; Luís Paulo Fernandes; Madalena Cordeiro; Manuel Magno; Manuela Tender; Marcus Santos; Maria José Aguiar; Marta Martins da Silva; Nuno Gabriel; Nuno Simões de Melo; Patrícia Almeida; Patrícia Carvalho; Patrícia Nascimento; Paulo Seco; Pedro Correia; Pedro dos Santos Frazão; Pedro Pessanha; Pedro Pinto; Pedro Tavares; Raul Melo; Ricardo Dias Pinto; Ricardo Lopes Reis; Ricardo Moreira; Rita Matias; Rodrigo Alves Taxa; Rui Afonso; Rui Cardoso; Rui Fernandes; Rui Paulo Sousa; Sandra Ribeiro; Sónia Monteiro; Vanessa Barata,2025-06-03,,Discussão generalidade,2026-07-03,7,1
